cherry@rhombus:~$ ps -ef
UID          PID    PPID  C STIME TTY          TIME CMD
nobody    145759       2  0 16:23 ?        ***REDACTED_IP*** [kworker/0:2-events]
root      146197   84174  0 16:25 ?        ***REDACTED_IP*** sleep 180
nobody    146198       2  0 16:25 ?        ***REDACTED_IP*** [kworker/3:0-events]
nobody    146202       2  0 16:26 ?        ***REDACTED_IP*** [kworker/2:2-events]
root      146252   84455  3 16:26 ?        ***REDACTED_IP*** /bin/bash -O extglob -c snap=$(command cat <&3) && builtin shopt -s extglob && builtin eval -- "$snap" && { builtin set +u 2>/dev/null || true; builtin eval "${__CURSOR_SANDBOX_ENV_RESTORE:-}" 2>/dev/null; builtin export PWD="$(builtin pwd)"; builtin shopt -s expand_aliases 2>/dev/null; builtin eval "$1"; }; COMMAND_EXIT_CODE=$?; dump_bash_state >&4; builtin exit $COMMAND_EXIT_CODE -- cd "/home/***REDACTED_USER***/workspace/chaejinims2.github.io/_data/lm11/prac" && ./lm11-prac.sh && ./lm11-prac-result.sh
root      146253  146252  0 16:26 ?        ***REDACTED_IP*** /home/***REDACTED_USER***/.cursor-server/cli/servers/Stable-60faf7b51077ed1df1db718157bbfed740d2e160/server/resources/helpers/cursorsandbox --run-proxy --policy-json {"version":1,"default":"deny","allow":["public.ecr.aws","awscli.amazonaws.com","anaconda.com","azure.com","cloudflarestorage.com","*.cloudflarestorage.com","docker.com","*.docker.com","github.com","codeload.github.com","githubusercontent.com","*.githubusercontent.com","gitlab.com","google.com","dl.google.com","*.googleapis.com","*.gvt1.com","hashicorp.com","java.com","microsoft.com","dotnet.microsoft.com","mcr.microsoft.com","packages.microsoft.com","npmjs.com","oracle.com","ubuntu.com","archive.ubuntu.com","security.ubuntu.com","public.blob.vercel-storage.com","*.public.blob.vercel-storage.com","visualstudio.com","yarnpkg.com","*.yarnpkg.com","pkg.go.dev","*.anysphere.workers.dev","*.jdx.dev","pub.dev","crates.io","index.crates.io","static.crates.io","docker.io","*.docker.io","gcr.io","ghcr.io","goproxy.io","k8s.io","packagecloud.io","pypa.io","quay.io","rvm.io","spring.io","playwright.azureedge.net","dot.net","java.net","launchpad.net","ppa.launchpad.net","sourceforge.net","alpinelinux.org","apache.org","archlinux.org","bitbucket.org","centos.org","cocoapods.org","cpan.org","debian.org","npm.duckdb.org","eclipse.org","fedoraproject.org","golang.org","proxy.golang.org","sum.golang.org","gradle.org","haskell.org","json-schema.org","apt.llvm.org","maven.org","metacpan.org","nodejs.org","npmjs.org","registry.npmjs.org","nuget.org","packagist.org","pypi.org","pypi.python.org","pythonhosted.org","files.pythonhosted.org","ruby-lang.org","rubygems.org","rubyonrails.org","static.rust-lang.org","json.schemastore.org","swift.org","ziglang.org","hex.pm","rustup.rs","sh.rustup.rs","mise.run","binaries.prisma.sh","fonts.gstatic.com","repo.maven.apache.org","registry.yarnpkg.com"]}
root      146277  146252  0 16:26 ?        ***REDACTED_IP*** /home/***REDACTED_USER***/.cursor-server/cli/servers/Stable-60faf7b51077ed1df1db718157bbfed740d2e160/server/resources/helpers/cursorsandbox --sandbox-policy-cwd /home/***REDACTED_USER***/workspace/chaejinims2.github.io --sandbox-policy {"type":"workspace_readwrite","cwd":"/home/***REDACTED_USER***/workspace/chaejinims2.github.io","additionalReadwritePaths":["/home/***REDACTED_USER***/workspace"],"additionalReadonlyPaths":["/etc/ssl/cert.pem","/private/etc/ssl/cert.pem","/etc/ssl/certs/ca-certificates.crt","/etc/ssl/ca-bundle.pem","/etc/pki/tls/certs/ca-bundle.crt","/etc/pki/ca-trust/extracted/pem/tls-ca-bundle.pem","/home/***REDACTED_USER***/.ssh"],"networkAccess":true,"disableTmpWrite":false} --policy-json {"version":1,"default":"deny","allow":["public.ecr.aws","awscli.amazonaws.com","anaconda.com","azure.com","cloudflarestorage.com","*.cloudflarestorage.com","docker.com","*.docker.com","github.com","codeload.github.com","githubusercontent.com","*.githubusercontent.com","gitlab.com","google.com","dl.google.com","*.googleapis.com","*.gvt1.com","hashicorp.com","java.com","microsoft.com","dotnet.microsoft.com","mcr.microsoft.com","packages.microsoft.com","npmjs.com","oracle.com","ubuntu.com","archive.ubuntu.com","security.ubuntu.com","public.blob.vercel-storage.com","*.public.blob.vercel-storage.com","visualstudio.com","yarnpkg.com","*.yarnpkg.com","pkg.go.dev","*.anysphere.workers.dev","*.jdx.dev","pub.dev","crates.io","index.crates.io","static.crates.io","docker.io","*.docker.io","gcr.io","ghcr.io","goproxy.io","k8s.io","packagecloud.io","pypa.io","quay.io","rvm.io","spring.io","playwright.azureedge.net","dot.net","java.net","launchpad.net","ppa.launchpad.net","sourceforge.net","alpinelinux.org","apache.org","archlinux.org","bitbucket.org","centos.org","cocoapods.org","cpan.org","debian.org","npm.duckdb.org","eclipse.org","fedoraproject.org","golang.org","proxy.golang.org","sum.golang.org","gradle.org","haskell.org","json-schema.org","apt.llvm.org","maven.org","metacpan.org","nodejs.org","npmjs.org","registry.npmjs.org","nuget.org","packagist.org","pypi.org","pypi.python.org","pythonhosted.org","files.pythonhosted.org","ruby-lang.org","rubygems.org","rubyonrails.org","static.rust-lang.org","json.schemastore.org","swift.org","ziglang.org","hex.pm","rustup.rs","sh.rustup.rs","mise.run","binaries.prisma.sh","fonts.gstatic.com","repo.maven.apache.org","registry.yarnpkg.com"]} -- /bin/bash -O extglob -c snap=$(command cat <&3) && builtin shopt -s extglob && builtin eval -- "$snap" && { builtin set +u 2>/dev/null || true; builtin eval "${__CURSOR_SANDBOX_ENV_RESTORE:-}" 2>/dev/null; builtin export PWD="$(builtin pwd)"; builtin shopt -s expand_aliases 2>/dev/null; builtin eval "$1"; }; COMMAND_EXIT_CODE=$?; dump_bash_state >&4; builtin exit $COMMAND_EXIT_CODE -- cd "/home/***REDACTED_USER***/workspace/chaejinims2.github.io/_data/lm11/prac" && ./lm11-prac.sh && ./lm11-prac-result.sh
root      146295  146252  0 16:26 ?        ***REDACTED_IP*** /bin/bash ./lm11-prac.sh
root      146364  146295  0 16:26 ?        ***REDACTED_IP*** /bin/bash ./lm11-prac.sh
root      146365  146295  0 16:26 ?        ***REDACTED_IP*** sed -E -e s/(VSCODE_GIT_IPC_AUTH_TOKEN=***REDACTED*** -e s/([Gg][Hh]_[Tt][Oo][Kk][Ee][Nn]=)[^[:space:]]+/\1***REDACTED***/g -e s/(GITHUB_TOKEN=***REDACTED*** -e s/(Authorization:)[[:space:]]*Bearer[[:space:]]+[^[:space:]]+/\1 Bearer ***REDACTED*** -e s/(Bearer)[[:space:]]+[^[:space:]]+/\1 ***REDACTED***/g -e s/(github_pat_)[A-Za-z0-9_]+/\1***REDACTED***/g -e s/(ghp_)[A-Za-z0-9]+/\1***REDACTED***/g -e s/[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}/***REDACTED_EMAIL***/g -e s#(/home/***REDACTED_USER***/[:space:]]+#\1***REDACTED_USER***#g -e s/(--remote-user=***REDACTED_EMAIL*** -e s/(--local-user=***REDACTED_USER*** -e s/(--on-host=***REDACTED_HOST*** -e s#(/tmp/cursor-)[0-9a-fA-F-]+#\1***REDACTED***#g -e s/([0-9]{1,3}\.){3}[0-9]{1,3}/***REDACTED_IP***/g -e s/([0-9A-Fa-f]{0,4}:){2,7}[0-9A-Fa-f]{0,4}/***REDACTED_IP***/g
root      146366  146364  0 16:26 ?        ***REDACTED_IP*** ps -ef
